epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,182,5.36259,80.5654,3.04856,0,0,0,0,2.52977,131.464,1.47742,0.00062,0.00062,0.00062
2,354.975,3.57681,9.24848,2.41505,0,0,0,0,2.44763,72.147,1.39864,0.0008442,0.0008442,0.0008442
3,521.277,2.97822,4.24115,1.56306,0,0,0,0,2.37225,82.9516,1.35449,0.000646,0.000646,0.000646
